,user_index,Covariate1,Covariate2,Covariate3,price_item_0,price_item_1,item_bought
12302,12302,0.4087978736172019,1.7751378139043676,8.340424897047306,37.51186855340953,47.407086630063375,-1
21163,21163,7.287183838482614,3.1254095460552995,14.266264869952856,10.19629521735164,38.110583714459736,0
8678,8678,1.7617193708593937,4.632665009483578,6.0656251100948975,51.876825310840275,49.84656079894131,-1
29177,29177,0.5272968044089813,1.9375876355680115,5.725718918691288,32.47734298643925,74.56321971710457,-1
5776,5776,3.203251886178786,5.762855026229032,3.706526787223925,44.574631712214845,69.79617125917227,-1
2770,2770,5.956173474072841,5.932921435310602,7.723144024529651,40.63015246590202,10.825896249730132,1
2743,2743,2.1390908065211542,1.436621766253852,7.673624381023777,45.76072799473856,37.801678044284586,1
25271,25271,6.736598770484537,5.958619561965782,17.89546261431864,104.3217954871256,44.55773987767382,1
19511,19511,0.7561074148432241,2.3975585441422265,6.9288570561171055,42.872282013143135,39.72081887579934,1
494,494,7.867856480768817,6.623892761481285,20.441212438020468,37.50698528436072,77.12683171623755,0
536,536,2.432319730713461,3.3880512314017657,33.49094563507928,41.50221285200315,37.33341806240296,1
19893,19893,0.8092777355330594,0.6183883549273648,5.222440818346957,55.60924522547384,27.76897893814498,1
8062,8062,4.604378695064516,0.9954294473415072,8.303133867456022,29.02012235293683,55.70028008361133,0
540,540,1.4089935824075637,3.062080568869674,14.507813907699305,42.63764516315473,5.555778506586533,1
3620,3620,2.350394195744397,0.018316298085271,5.249670515973489,36.11917618138253,47.0362004525557,1
19574,19574,2.599699216956433,1.7904386878586251,6.609462116499417,43.35114358216025,63.37863824427731,0
25527,25527,0.3797061709651813,1.9498040359748117,9.102584358133296,46.76335793655101,54.61396803220427,-1
2584,2584,3.7307998986620055,0.6794038042307649,5.763066197361904,39.52605976541087,60.97127921139531,1
10086,10086,6.979619477348687,2.277247460868047,7.179517062514365,41.45725132669504,46.88957486968728,1
22684,22684,0.2661056978094285,1.6045012370055014,9.169107191789234,46.07157003999693,69.32068500707373,-1
17112,17112,5.945245471706672,4.021951178435557,4.295816942590921,75.82878410803609,9.763727810708518,1
23415,23415,4.660514579795339,7.085947298386308,7.688998996193439,35.35791940225639,43.127207041100675,0
11202,11202,3.3914889236477705,12.552446610778237,4.720396905250472,63.31216208257961,76.31090380521402,-1
27683,27683,0.9136968344326624,0.617968066894067,15.865002042174131,59.25267277416682,12.599159356788848,1
29832,29832,5.481188744728971,1.8147900778356,15.02676449029366,45.157363009567895,45.85066689553667,1
9800,9800,3.3184451232297705,2.411959985520122,7.1671963785056985,37.38212196750176,54.80319699729063,0
29962,29962,0.0310145872617868,7.932258790316328,3.487265801332416,74.43267750337323,61.454546848899675,-1
16917,16917,1.2023870924805982,0.2481669805486298,5.493144126977665,40.183482231800255,32.56028631965065,1
6412,6412,0.499108198228924,2.978928775093966,8.324033188329818,51.19681652666604,46.58910609785053,-1
28568,28568,8.604189435039544,9.50824893290356,12.89236227941726,62.74227913656435,85.78744715138808,-1
25000,25000,0.4054034879747893,4.771300131187414,9.02175941314926,40.080211813359746,39.79938465088219,-1
14454,14454,0.0697069344171144,1.5436029455598883,7.730131187136976,32.595064430537114,45.46316447939352,-1
26112,26112,4.601514967082099,5.483948186482177,5.101644292361724,76.65576840878583,39.926497901084,-1
24380,24380,6.602042674140259,4.623635040267499,3.571064095496754,49.019285482732805,22.292439474136852,1
6445,6445,2.8621133724541865,6.95453595113181,11.063958176678108,37.85863599138201,161.00759802041003,0
19554,19554,0.3282929181814475,1.0604710273805005,7.405106807734756,43.42845823012216,46.690564896084865,-1
12839,12839,6.331347496108087,1.2592776559596637,5.916355765722907,35.922455237919195,61.95083554897644,0
23655,23655,4.910666823731538,6.791493882682798,10.719292525818934,78.62772985340524,37.61989630970102,1
9281,9281,0.8594242255121958,3.948519484569874,5.122996272664923,40.65835647056855,87.02412892171553,-1
17150,17150,0.823400560989529,2.8428292662927257,9.844158344360109,134.3534008062681,65.3558961737719,-1
20348,20348,1.7176366396056095,2.0617299710869323,15.16122372746798,74.26443133391926,36.95459734801593,1
28336,28336,2.401277832311534,9.50956907011028,5.929335704015729,60.881476758565995,41.51611263779044,-1
6814,6814,3.117917883105443,3.2762734704469336,5.447403979228032,36.74712408050816,77.51164529629509,0
12353,12353,0.3299550687189245,0.638730981032215,18.33879171091697,35.91541198400093,9.0878416220402,1
17247,17247,3.923950735202155,5.363154173165351,6.656545297828163,43.2284880370841,44.92344433453714,-1
20452,20452,4.783654183907593,0.5127379437902094,7.8833448185919055,40.13157671460398,19.72692164127055,1
161,161,0.0529236547692918,2.998404199444208,7.19837972079854,61.43457225215063,52.74195151825548,-1
2143,2143,2.5205693140580774,2.727960787813541,6.30678560623814,89.79441008043806,122.87080146675144,-1
11902,11902,4.916591321920439,0.4432474390568683,18.9310953029015,40.10658032645553,40.22585144833247,1
6036,6036,2.014004030386137,4.882170755921853,8.692438868850504,41.38071517630013,64.19284049138304,-1
23616,23616,1.465701001340696,9.585470556747964,6.308455499121825,39.45400298774647,41.07951364344134,-1
12026,12026,7.077163277631342,3.604181796059142,3.0061377613504408,52.00429261909599,115.06011390202902,-1
26857,26857,5.088526190934614,1.9086513754183807,6.683773829797588,48.99300391351289,42.80071587510792,1
8396,8396,0.281656978657165,4.134401496416377,9.712775768781375,36.73277869828465,39.166538245257506,-1
24689,24689,5.565640774026875,9.094551095699709,7.683578986738943,50.187973150930375,18.092070179703487,1
13709,13709,5.843797255361072,10.22431468012916,5.830649783031651,48.52339307769833,32.07450170127368,1
854,854,1.2049429440848003,1.0247555816702711,5.347583188510236,60.75704598307432,39.38922763458436,1
11243,11243,4.052145736357755,2.911407782910993,19.824251959742448,39.195705039162114,34.13889685387196,1
27878,27878,0.1491400072207669,5.21718260645679,4.469902801101681,44.06907082853534,42.7533829736872,-1
28165,28165,5.087046631048313,2.344279195873943,6.194465821548319,25.603928853281836,49.3467211241646,0
4501,4501,1.6300668376288343,2.320244767144388,5.534515366231198,11.499039752662265,39.54199303943649,0
345,345,0.3011323012894289,0.6519226950584981,17.962380292167598,43.98156676935404,74.76948365651707,1
17752,17752,2.5453539358058253,7.254186495299563,8.453599697084824,42.68131634630331,54.505766542523,-1
16007,16007,3.2556190622724563,3.08488551347158,33.83158169531304,37.83630192549321,6.649590778391942,1
10862,10862,5.758674165368352,3.3961163443186058,3.6844503449708017,41.678172050437475,46.343199634792946,0
6524,6524,3.034376046208499,8.376093936486335,7.529393442262274,36.44505360954928,64.23465665881801,0
4059,4059,4.418693951930784,2.17178927057943,11.268451512662947,30.802731043608976,42.34168214594974,0
14921,14921,8.239312375605358,0.6791955152476012,7.38712194772585,49.31524173350643,40.036950097569466,1
13805,13805,4.236488516971361,1.4354568652514774,7.949863193149627,39.786268696743704,74.29686803089513,0
27741,27741,2.183979002944238,5.561040415880977,7.040353053494469,44.23292014066458,11.138181806584294,1
6900,6900,4.3884119585364765,0.4759996188758747,17.82179972432458,47.67147514362285,31.89803021664709,1
22912,22912,0.3036995303016382,2.254461660383333,5.8168276426824415,54.341923765221885,45.30621286402508,-1
11827,11827,2.3654187126613264,2.06123439927416,7.251725804933295,45.25398519973957,47.901430843796774,1
6273,6273,2.067148331519322,3.394004507171009,7.14601468437198,42.034178847593694,52.9738201237315,0
3079,3079,7.201777810163332,3.5291727649392373,6.236904020317237,122.54409714536568,46.283101528098605,1
18052,18052,4.858603430113944,3.113003034081376,5.258465964656398,43.68832659460788,48.11796080871446,0
18271,18271,8.631879935846346,1.0726721959608247,4.322667547303617,48.198437551918346,41.82572007763823,1
5385,5385,3.4627560428797644,2.131398756591466,15.924827243016203,15.743192568915964,52.60907256291107,0
8989,8989,3.651222042177668,7.265541332214623,51.870963853206185,53.77053544052321,126.18019945449288,-1
24343,24343,0.2979443836670684,9.361411950701088,13.281699046968876,45.02086765124965,45.11801087611474,-1
9630,9630,5.883345911460999,2.621046168222494,9.767261016009892,44.6570911824927,46.13687950480105,1
19505,19505,4.3066048397741525,1.5052807020125365,15.315282462377985,44.91271757106739,18.054052080586025,1
10748,10748,1.6770806079486444,6.774585725177282,23.16722076485768,62.15143732831622,38.5803901460651,1
29659,29659,1.5679940758943451,2.681188651821316,29.883011993128715,43.94072308588869,36.932088350574894,1
15667,15667,1.6342334197251631,3.140658063160964,11.690724408694916,106.9825302116536,48.03633770494638,1
28673,28673,2.84879644302402,1.233455652840009,15.483039368087214,56.698964837509784,42.12789504062613,1
24137,24137,8.963578722235475,3.4934054370193635,8.403322887728157,47.77086655260343,42.38004828032741,1
17190,17190,1.4700682093675272,1.987604308096996,4.98565457055382,45.802206848557155,47.14177558256573,1
25042,25042,0.2991865521028352,2.493538352477992,16.769451999202204,66.44259017835975,43.36492342686364,1
6376,6376,1.1909389843359195,3.792457358294736,4.94403768604902,63.44339510381875,45.921394983507945,-1
1677,1677,4.096892801240104,1.430612781220847,8.541635542080694,47.28338349836354,38.37780922260405,1
6891,6891,6.194862728175832,4.3347192031262605,7.211256097662035,38.41808766357,41.97526280727944,1
2829,2829,1.3208751937919914,1.3070639463272822,6.410140082155984,42.12518838501024,54.67265069795789,1
20328,20328,4.381402223818091,0.9199711188884048,5.428590227040239,66.8105011656234,40.177898647522525,1
25543,25543,0.8008941067983795,5.708956030727467,9.321171545430792,122.72760192958928,51.376808426878654,-1
5842,5842,0.4267157163885716,7.889668472470574,8.283904120456276,60.43741872723212,42.23075063026204,-1
22737,22737,1.303294454903216,2.0070170656254493,5.568073113242916,45.20962241775772,48.13117760052583,1
12249,12249,4.09356800350801,2.525451140655661,2.7353008766587643,42.31987851577651,35.894197605986186,1
11033,11033,1.0846862384308582,4.409763063560592,256.389828380218,41.89072638600248,67.66309743320068,1
470,470,3.4573653370978352,0.3652763425395098,6.44918185496666,46.45077705093766,49.07823421916201,1
19397,19397,1.6590383371051889,1.3814633725813774,4.524316723925899,47.78394826420074,52.95320037751959,1
27983,27983,7.311933176799461,1.4232860677620882,5.944467404377177,46.20265045152925,52.83283514733704,1
10889,10889,0.3423759830908734,2.2755917276233646,3.9334696224938335,41.955510910546685,38.29202687469623,-1
28406,28406,1.415167887352001,1.398137348536642,11.518102672078069,41.73057551437394,71.394448871896,0
2289,2289,16.717255571281374,4.508257106669932,7.396097269058612,49.3999940627957,43.647259087730426,1
16492,16492,0.6418742490612848,4.092826508066808,9.843527265746827,37.666033937279366,42.468591926982754,0
2939,2939,3.3170655975279404,3.0431099053570616,4.886399523413098,53.93285328640991,45.57613865073723,1
29849,29849,3.844401064931792,3.633447409987025,13.390029604891604,38.5281909144036,47.17040485860587,0
17185,17185,3.598902656813604,5.23337165078902,5.872562640851683,36.6117355876413,32.5331917890581,1
2854,2854,11.304091087467068,7.676736980708142,10.672377325374304,35.420722933159844,46.71039343998862,0
24113,24113,4.761350159801488,1.7712527826792717,6.578193771407764,52.50598753010928,39.01530303272859,1
29082,29082,3.887222866188452,1.527807976287105,8.783566176623232,31.442528967875717,54.941032956597915,0
22243,22243,4.114169410818486,1.462993417366084,9.365951387996716,44.87595518300023,67.56797005762884,0
18162,18162,4.781923008454328,8.47553350724726,11.68735549610766,46.013472573671365,62.97514948282711,-1
26306,26306,5.0408288645237205,9.2467069207301,7.871980050642551,38.75639280169635,43.398550401360545,-1
9655,9655,0.1535867815457149,3.70863498193882,12.752193588846946,44.99069715524461,38.1237291815683,-1
18509,18509,2.518387265591061,0.634471750543008,6.048011493375449,38.118520901000565,35.740073190048506,1
20802,20802,3.871170441320918,1.4205343935638055,4.5912657790597615,52.26052255508591,77.54676021885045,-1
27987,27987,1.676982053805382,1.033957983835909,8.493455283434518,50.193348320146285,49.17542103932668,1
10827,10827,2.7133516144343126,1.5254563426248566,6.546358034454954,47.41089189556241,84.64775667898428,0
7624,7624,8.212226143510136,1.0139379681521987,2.4298818494547,33.183108839808995,75.32586021479369,0
24325,24325,9.61992617164243,4.557862148859425,3.771641473861768,76.17829586418955,107.70539010492068,-1
22428,22428,1.1221290605537058,0.7210841137033387,7.519348035719644,41.78072441974203,46.20694632945896,1
14909,14909,3.737730931332398,1.5795275842784648,12.918055088249172,40.03675088104145,49.09835893595932,1
15528,15528,2.9787286417339764,1.2534597592113714,23.734177788196742,39.26408849977266,32.4438011843212,1
29400,29400,5.968071820577975,0.9827283909896364,12.67872621314332,60.40134983574975,15.487988208451338,1
16355,16355,6.194603569654171,6.1614321066693885,8.804666470756935,55.80403939727476,50.91402464014994,-1
11766,11766,9.632556959790112,5.867523383750403,5.158938175306983,30.676926259006773,42.53325542728938,0
23662,23662,4.381131036918163,1.9617460495966703,4.097690436477385,30.51025631652281,99.3003138333126,0
16313,16313,2.927322969494465,3.396398521270012,5.768900788574694,49.97986187125608,61.96188468584289,-1
20539,20539,1.2175361033143597,4.51595040547511,6.92654829480172,70.31458172880392,37.43917544762044,-1
14771,14771,8.9239140826762,5.040499110663013,6.319479036838774,44.98295884821024,32.95809518267629,1
10096,10096,4.2130325705412766,5.290344715543578,12.783255762916768,59.173622958032816,43.19725086341103,1
15319,15319,0.4247139067248558,2.232925801456485,9.504790774122757,41.20573771528996,66.07847282895501,-1
3329,3329,7.242401657960559,5.826887852626227,8.132738615880443,39.0910626799303,47.99362862707424,0
13562,13562,5.987827283755724,0.9964241136381368,8.675597273024882,25.586393687006183,40.499715836057504,1
3708,3708,1.3674620605633026,7.746246051452528,10.462296771991657,61.19891634478367,81.07772059295722,-1
25222,25222,2.994549322202821,0.3450133023594397,8.149711030059427,52.79203789010699,15.713309974265602,1
26601,26601,0.5524537274434189,5.288261357271656,2.7440588908151256,8.289649390129448,65.53738960440505,0
27918,27918,2.077073170204101,1.84847537512272,10.407205971980714,39.960454641851065,52.411233844773925,0
638,638,5.644196256882489,1.1106045780043008,6.894359605151089,45.68738188207731,55.581371132068654,1
6749,6749,0.0218241843724906,0.9534356538323958,13.33032473019653,105.58700778199136,105.31871072465944,-1
12013,12013,4.114986066579322,1.1031777830975775,8.364449182138644,42.0325954795983,44.68155803497037,1
27159,27159,2.670240901558233,3.936356480858117,5.37962488375967,11.703262878772582,37.83016873551835,0
24368,24368,0.2290476092946501,0.4412724609712662,5.705802907008732,93.61418745603645,56.46963599045368,-1
108,108,4.727078895557229,2.146093065766404,5.917787161535133,9.703746538924628,35.529689572930025,0
6777,6777,2.317701291208905,10.075035979308234,5.016351170361535,41.47745373226544,50.923491582083976,-1
7017,7017,8.561072067365183,1.7287970103009798,9.830750460587549,44.64096284619555,32.852127317494535,1
15997,15997,3.322363561257637,1.24566620494156,9.321306981420433,38.698049061004994,74.62361264971813,0
7928,7928,5.080909696863809,0.1872451195643233,7.388323862070855,55.28452425454773,19.82982555737818,1
14577,14577,1.921228005174474,1.8528925010683963,8.947999307810433,42.622095905492976,35.84574682026449,1
5516,5516,0.0833339011005172,3.9686068038825777,5.910561201291983,44.21720368343696,81.69556490846699,-1
928,928,0.3769462452946305,1.2921313192460242,7.59069304121463,47.553545643057774,56.955586340320714,-1
12572,12572,2.158187191663144,0.5403650567194083,7.914854683540216,43.14708840232732,31.70189360045157,1
19583,19583,1.236351409014228,5.011414106479449,5.539057515329075,34.89505967370872,34.66529861419117,0
25565,25565,2.08283998357784,10.28353004768126,5.5885284465058245,43.73658167597794,50.03339445640787,-1
1880,1880,3.165047579179391,2.673069632574979,8.629612692278608,57.66543530167145,44.67379183701756,1
27747,27747,0.4867621575218864,8.620590922117495,6.550437083698795,77.65344770768597,128.20349235463866,-1
7641,7641,5.310007108613726,2.026083042689271,6.205432685384717,46.02208845807498,37.504749591315125,1
17853,17853,8.532709504336772,0.349256724027704,11.20909517929918,38.089847575216886,51.19179663204957,1
24880,24880,0.5602118751226925,0.800570345563923,6.954020026099874,15.954374279021836,49.05649243025822,1
19740,19740,1.3085287792938258,8.043603993119559,13.095242700251392,46.28744288958907,60.0532241536112,-1
4540,4540,5.020912121813027,4.38564338241067,5.057899508081295,42.130370239744536,43.85963367779619,-1
2732,2732,4.307305965123754,5.5034794924298565,7.67309011284969,15.522750840605635,37.59359318316632,0
13319,13319,5.284511416099965,1.1635872353733083,4.584629443691275,43.89267466384766,52.2322595790307,1
21393,21393,4.433320865866087,0.3137215124407553,5.677012385428173,104.57029013065772,39.088855717627794,1
7570,7570,4.256476733970546,0.2830272677534492,3.780143742135264,38.01434342036461,35.51173732929643,1
9472,9472,3.2963896091211686,0.7676120986182895,24.38144210743068,97.1479418541625,63.46213509652067,1
7476,7476,4.574966654163484,0.056888634303526,10.204633351745224,53.801551336431736,66.20678786845667,1
28826,28826,1.332333935623891,0.6024440638085893,12.483491436753306,120.16385795506314,43.840523862115624,1
8426,8426,12.520469017623078,4.25664708303048,13.224399983081453,42.70718839485973,46.356653562286006,1
9160,9160,3.315408371642252,1.9979096390238371,7.684861061471613,72.71498381507125,44.43463143117032,1
11217,11217,0.2722620931480304,4.757834145653773,8.040941034767787,63.36211483739556,48.1948211401216,-1
19634,19634,3.943181821976929,4.959121233421299,5.697226866061995,76.05126680732214,39.85075736488736,1
29189,29189,6.777885540024726,2.716670093516645,11.411218738930948,31.38380250216405,44.46081551371864,0
2315,2315,7.0165750098120725,1.6759794021697796,7.758418565265394,10.039206396664714,95.43566589435258,0
17885,17885,4.316933637580903,0.943630063714096,4.748349723363571,41.125746548147674,152.08027284060208,0
7558,7558,1.702695520697576,4.527546966443613,5.800502476771646,23.82324980488337,57.06649822832998,0
24636,24636,2.593761670603875,3.0733402243498595,4.208855527712791,51.45323184294657,28.017874989547103,1
4328,4328,4.601397741612565,0.4232989847016363,6.673418539563139,39.543705967673766,46.026027665293014,1
2133,2133,9.403767322055415,5.882924651658467,5.269804182163568,38.21367724560922,45.76694399327203,0
4779,4779,2.126713525651369,2.504141574209201,251.9577298987092,45.52201387181795,84.2577755700962,1
7735,7735,3.295277886285563,5.516166083165291,5.568250504430371,46.03502298860634,59.53330968200145,-1
25112,25112,0.4452373251220047,2.965228303300272,4.730864662728821,99.02075909957892,61.793692023769225,-1
25715,25715,0.6398802465397563,3.1489882186767857,15.198306036996046,51.60909064829646,83.80905672633072,-1
21340,21340,0.2782798367429822,0.6471227314568384,19.383355094909785,102.31611119804836,36.19180487790625,1
24843,24843,3.235484110507808,0.4744948365656745,5.737110272809337,46.01678896353726,42.57828559211285,1
20966,20966,8.289682634123821,1.1493303879051913,29.751068322635223,48.75003892908039,36.86601073506221,1
1914,1914,2.957072693316851,2.147653461082081,8.224489935851734,34.811425031646195,42.13860887234488,0
24387,24387,5.988311429260316,9.087066286127898,5.417522319748869,79.93411956656504,47.199300094316264,-1
2746,2746,0.3154171529206703,0.8019962628807976,9.007334121230189,141.53478040068848,81.13814823841089,-1
9261,9261,1.824111499891906,1.1043406916043566,5.039360602823834,39.906910015997425,42.24881815216497,1
24562,24562,5.9716982338111615,1.3877918352100735,72.86773780523492,37.403264178167994,138.40652924917455,0
22107,22107,0.6655007385630387,2.451696211601294,20.68792742946541,37.346749164874915,41.684852285797255,1
16896,16896,5.689706203329276,3.459956631990484,10.785767247233734,48.624306625624584,65.33097323808235,-1
17566,17566,0.8542785727232268,0.5280326561287387,9.117651910027131,41.61030846402283,34.77994117927068,1
28273,28273,1.058989387611054,6.32364225758338,8.246049471963271,46.42795248898566,56.72838980352825,-1
5237,5237,3.2657080355345047,4.666013103279475,5.90347861090712,39.638035528731955,73.2425212187599,0
18953,18953,1.1940075537732335,2.8726208680203547,6.150513265628041,36.033433827367446,59.93579327533412,0
14922,14922,4.23485543391147,0.0026600390749561,5.470963385667356,73.37163177673764,126.53348917003872,1
28202,28202,1.272239707216903,0.126340213354249,130.94775188208718,24.634381421576247,4.972796217517238,1
12519,12519,2.452823527812714,0.9337614232379938,6.005009148381802,36.2146727402374,10.098549933069693,1
14697,14697,5.716548348252061,4.6400370885157365,3.270023182625688,57.65620804400337,39.66971550843111,1
23839,23839,0.0491803415614262,8.006553338690276,4.000778911356285,47.421201853477505,59.058133846311414,-1
12988,12988,3.5534074021528776,2.584855440976742,14.498209284348947,52.70127214374806,55.73721118335836,1
12994,12994,3.098547062421084,2.448843772376468,9.64201684546298,39.96132805260824,42.05812442505913,1
15181,15181,5.668604187514583,5.441844611640021,10.376095862842574,60.41305454496216,39.415539306578296,1
7899,7899,7.949185382898591,1.0594574366484115,24.815082886151178,91.43743592950187,40.53319703272845,1
15088,15088,4.070377169237196,0.4112294985253651,9.5391597985421,81.67336909237945,48.90918347633093,1
18900,18900,2.810329607031331,2.769261368751925,8.566673539911976,131.34009324011942,36.30555218139737,1
8540,8540,7.2305523090853185,7.770162189192101,14.29491682651858,44.0218505053316,38.301004797573775,1
1220,1220,4.645063970789087,1.3974301069295103,4.81364294054092,42.012543079768754,52.80111330116191,1
26706,26706,2.390476886961834,7.058162533271399,13.626708510341182,45.70956192474262,72.69415296577604,-1
6619,6619,1.81838526215528,5.065091732012934,16.500045050500493,39.86140671696895,36.610817276559274,1
27791,27791,1.1444529949373703,0.4781839787695047,16.619511813299205,43.4047182010754,46.22361021576775,1
25304,25304,0.1025881887314149,0.9027548527380576,5.581892627950405,36.12803007906339,48.671239818883606,-1
26061,26061,5.006110612065051,0.5676153767909338,4.939503352599259,56.03485795709059,43.01239831088722,1
24556,24556,11.140469675972906,1.2688272457699743,6.033223738425881,25.297896572723793,51.59097905011059,0
19438,19438,1.0777097487463352,2.447165998364403,15.979929785448192,69.49648516126784,44.19623012381781,1
8107,8107,3.322697918373928,6.378677278406344,5.746357549030011,46.66551763035813,46.677690495701,-1
27814,27814,4.319566725838833,1.2486727481952973,12.5941843947167,49.133910223492464,62.23803270871261,1
5147,5147,2.37792367297461,0.1056853075017897,14.19335115164751,56.61388061243604,59.4576067674881,1
25511,25511,0.2208225613942326,2.105592570610024,8.270982200368623,57.756969302971655,38.70496025364729,-1
24084,24084,4.565530662966196,3.077911614818069,12.205839542436346,62.22751933886785,45.56587262024726,1
23916,23916,1.755583400317882,2.6327317209333407,6.43298555251223,37.997876264181194,39.58882974986164,1
24400,24400,6.204165968475644,4.583587374117964,5.250487860983806,97.81368448531354,65.98174979589446,-1
16552,16552,6.846563080072344,5.315312355786324,3.741177498846408,45.49169409414253,47.117503157056206,-1
19197,19197,4.06343312617393,1.8039592577650223,6.072386719151029,60.77615643244815,76.84546768590344,-1
17737,17737,3.108148048299656,0.5391114497953251,12.15285959464126,91.80652006483233,46.12147313148233,1
1151,1151,6.653915340837342,0.6038010104327466,12.954039220915284,35.128909714990385,49.310192575892,1
572,572,11.666934430559532,4.112881317381012,4.716697408628275,51.39404934422884,40.50006909285222,1
28566,28566,5.835517860738939,0.26103147960906,7.001030042702629,45.98345209098252,42.48348798843381,1
18511,18511,6.849101693138016,1.3435112481284632,5.129179583506259,8.562671153442976,48.2466903458698,0
16256,16256,1.5554554109410828,2.01619220456975,5.419683854910509,11.127034352032265,52.84177822446291,0
12534,12534,5.238647753116981,0.2599710295063743,5.891243221606702,44.61196318757688,48.35373712085878,1
9921,9921,4.014415862128539,3.549397918688616,6.745475792075172,49.456841841563296,36.58364969653248,1
13342,13342,0.7509031287085295,3.250210857447555,4.926648051735318,42.87048381088287,39.281175749699194,-1
27704,27704,2.3328379291682846,3.366987779278668,6.38276217730336,46.77181600333988,94.88486796102116,-1
12445,12445,0.6502176049150252,5.559664266706792,6.070994654405556,59.99544999242823,68.8981489118144,-1
28965,28965,0.5668791190014675,2.5234710845012693,5.553653240552156,45.825255193902805,72.52655677976928,-1
6634,6634,4.34751959701692,6.003775830552298,9.28526142778852,54.976798592127295,36.92559215821969,1
28852,28852,0.496266923650684,8.344496948176449,5.71163679706414,112.43678688171131,40.79001431663372,-1
29252,29252,1.9760950394381436,5.081618135920879,9.49853066719265,87.17739134570927,38.82056644609395,1
4999,4999,5.350598732426683,0.9651855374200742,7.623542267242456,58.51921613811204,37.22416796472714,1
10893,10893,0.0634799694707771,6.513508632974368,5.586185703731088,69.52376284749695,69.33196512125744,-1
20983,20983,0.8770742844091675,0.8402441421381002,6.7449901802315,7.67887029900087,12.107139432298617,1
3242,3242,0.0363250983891785,5.311406061472134,4.80341479406877,44.156404943917295,46.40963600792968,-1
26124,26124,0.6784409957027195,1.898119827681248,9.866418611816364,44.184110442430104,23.11488278189414,1
5434,5434,1.8798690471470676,4.778761576843401,11.448385293906853,60.76001609500079,44.76397847045849,-1
26015,26015,0.5652057116854021,0.5857121319974382,4.736690835547627,48.69327915394781,63.02497129880497,-1
920,920,3.692177551803391,4.133975587658012,10.05203019504791,41.92843004296955,70.92264442077112,0
